date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:46:00	1503/1503	---M-Z	200	added ('OK')	application/javascript	etag:%225df-5a69c1461babe-gzip%22	https://themesdesign.in/appzia/assets/pages/dashborad.js	C:/Users/apoor/OneDrive/Documents/GitHub/login%20page/themesdesign.in/appzia/assets/pages/dashborad.js	(from https://themesdesign.in/appzia/index.html)
12:46:00	92651/92651	---M-Z	200	added ('OK')	application/javascript	etag:%22169eb-5a69c146256ff-gzip%22	https://themesdesign.in/appzia/assets/plugins/raphael/raphael-min.js	C:/Users/apoor/OneDrive/Documents/GitHub/login%20page/themesdesign.in/appzia/assets/plugins/raphael/raphael-min.js	(from https://themesdesign.in/appzia/index.html)
12:46:01	7675/7675	---M-Z	200	added ('OK')	application/javascript	etag:%221dfb-5a69c14619b7e-gzip%22	https://themesdesign.in/appzia/assets/js/app.js	C:/Users/apoor/OneDrive/Documents/GitHub/login%20page/themesdesign.in/appzia/assets/js/app.js	(from https://themesdesign.in/appzia/index.html)
12:46:02	133140/133140	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220814-5a69c1460823c%22	https://themesdesign.in/appzia/assets/fonts/fa-solid-900.eot	C:/Users/apoor/OneDrive/Documents/GitHub/login%20page/themesdesign.in/appzia/assets/fonts/fa-solid-900.eot	(from https://themesdesign.in/appzia/assets/css/icons.css)
12:46:02	50372/50372	---M--	200	added ('OK')	text/html	etag:%22c4c4-5a69c1460a17c%22	https://themesdesign.in/appzia/assets/fonts/fa-solid-900.woff2	C:/Users/apoor/OneDrive/Documents/GitHub/login%20page/themesdesign.in/appzia/assets/fonts/fa-solid-900.html	(from https://themesdesign.in/appzia/assets/css/icons.css)
12:46:02	133140/133140	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220814-5a69c1460823c%22	https://themesdesign.in/appzia/assets/fonts/fa-solid-900.eot?	C:/Users/apoor/OneDrive/Documents/GitHub/login%20page/themesdesign.in/appzia/assets/fonts/fa-solid-900d41d.eot	(from https://themesdesign.in/appzia/assets/css/icons.css)
12:46:03	63836/63836	---M--	200	added ('OK')	application/font-woff	etag:%22f95c-5a69c1460a17c%22	https://themesdesign.in/appzia/assets/fonts/fa-solid-900.woff	C:/Users/apoor/OneDrive/Documents/GitHub/login%20page/themesdesign.in/appzia/assets/fonts/fa-solid-900.woff	(from https://themesdesign.in/appzia/assets/css/icons.css)
12:46:03	31272/31272	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227a28-5a69c1460729c%22	https://themesdesign.in/appzia/assets/fonts/fa-regular-400.eot	C:/Users/apoor/OneDrive/Documents/GitHub/login%20page/themesdesign.in/appzia/assets/fonts/fa-regular-400.eot	(from https://themesdesign.in/appzia/assets/css/icons.css)
12:46:03	12188/12188	---M--	200	added ('OK')	text/html	etag:%222f9c-5a69c1460729c%22	https://themesdesign.in/appzia/assets/fonts/fa-regular-400.woff2	C:/Users/apoor/OneDrive/Documents/GitHub/login%20page/themesdesign.in/appzia/assets/fonts/fa-regular-400.html	(from https://themesdesign.in/appzia/assets/css/icons.css)
12:46:03	31272/31272	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227a28-5a69c1460729c%22	https://themesdesign.in/appzia/assets/fonts/fa-regular-400.eot?	C:/Users/apoor/OneDrive/Documents/GitHub/login%20page/themesdesign.in/appzia/assets/fonts/fa-regular-400d41d.eot	(from https://themesdesign.in/appzia/assets/css/icons.css)
12:46:04	132920/132920	---M--	200	added ('OK')	application/font-sfnt	etag:%2220738-5a69c1460a17c%22	https://themesdesign.in/appzia/assets/fonts/fa-solid-900.ttf	C:/Users/apoor/OneDrive/Documents/GitHub/login%20page/themesdesign.in/appzia/assets/fonts/fa-solid-900.ttf	(from https://themesdesign.in/appzia/assets/css/icons.css)
12:46:04	14724/14724	---M--	200	added ('OK')	application/font-woff	etag:%223984-5a69c1460729c%22	https://themesdesign.in/appzia/assets/fonts/fa-regular-400.woff	C:/Users/apoor/OneDrive/Documents/GitHub/login%20page/themesdesign.in/appzia/assets/fonts/fa-regular-400.woff	(from https://themesdesign.in/appzia/assets/css/icons.css)
12:46:04	31044/31044	---M--	200	added ('OK')	application/font-sfnt	etag:%227944-5a69c1460729c%22	https://themesdesign.in/appzia/assets/fonts/fa-regular-400.ttf	C:/Users/apoor/OneDrive/Documents/GitHub/login%20page/themesdesign.in/appzia/assets/fonts/fa-regular-400.ttf	(from https://themesdesign.in/appzia/assets/css/icons.css)
12:46:05	104706/104706	---M--	200	added ('OK')	image/svg+xml	etag:%2219902-5a69c1460729c%22	https://themesdesign.in/appzia/assets/fonts/fa-regular-400.svg	C:/Users/apoor/OneDrive/Documents/GitHub/login%20page/themesdesign.in/appzia/assets/fonts/fa-regular-400.svg	(from https://themesdesign.in/appzia/assets/css/icons.css)
12:46:05	111620/111620	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221b404-5a69c146043bc%22	https://themesdesign.in/appzia/assets/fonts/fa-brands-400.eot	C:/Users/apoor/OneDrive/Documents/GitHub/login%20page/themesdesign.in/appzia/assets/fonts/fa-brands-400.eot	(from https://themesdesign.in/appzia/assets/css/icons.css)
12:46:05	61336/61336	---M--	200	added ('OK')	text/html	etag:%22ef98-5a69c1460729c%22	https://themesdesign.in/appzia/assets/fonts/fa-brands-400.woff2	C:/Users/apoor/OneDrive/Documents/GitHub/login%20page/themesdesign.in/appzia/assets/fonts/fa-brands-400.html	(from https://themesdesign.in/appzia/assets/css/icons.css)
12:46:05	111620/111620	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221b404-5a69c146043bc%22	https://themesdesign.in/appzia/assets/fonts/fa-brands-400.eot?	C:/Users/apoor/OneDrive/Documents/GitHub/login%20page/themesdesign.in/appzia/assets/fonts/fa-brands-400d41d.eot	(from https://themesdesign.in/appzia/assets/css/icons.css)
12:46:06	71560/71560	---M--	200	added ('OK')	application/font-woff	etag:%2211788-5a69c1460729c%22	https://themesdesign.in/appzia/assets/fonts/fa-brands-400.woff	C:/Users/apoor/OneDrive/Documents/GitHub/login%20page/themesdesign.in/appzia/assets/fonts/fa-brands-400.woff	(from https://themesdesign.in/appzia/assets/css/icons.css)
12:46:06	488395/488395	---M--	200	added ('OK')	image/svg+xml	etag:%22773cb-5a69c146091dc%22	https://themesdesign.in/appzia/assets/fonts/fa-solid-900.svg	C:/Users/apoor/OneDrive/Documents/GitHub/login%20page/themesdesign.in/appzia/assets/fonts/fa-solid-900.svg	(from https://themesdesign.in/appzia/assets/css/icons.css)
12:46:06	111384/111384	---M--	200	added ('OK')	application/font-sfnt	etag:%221b318-5a69c1460729c%22	https://themesdesign.in/appzia/assets/fonts/fa-brands-400.ttf	C:/Users/apoor/OneDrive/Documents/GitHub/login%20page/themesdesign.in/appzia/assets/fonts/fa-brands-400.ttf	(from https://themesdesign.in/appzia/assets/css/icons.css)
12:46:07	125384/125384	---M--	200	added ('OK')	text/html	etag:%221e9c8-5a69c14610edd%22	https://themesdesign.in/appzia/assets/fonts/materialdesignicons-webfont.woff2?v=2.3.54	C:/Users/apoor/OneDrive/Documents/GitHub/login%20page/themesdesign.in/appzia/assets/fonts/materialdesignicons-webfontceca.html	(from https://themesdesign.in/appzia/assets/css/icons.css)
